subject_id,n_trials,error_rate,te1_rate,te2_rate,te3_rate
a6jpzpek,26,0.19230769230769232,0.15384615384615385,0.038461538461538464,0.0
a9gvtd1o,64,0.15625,0.140625,0.015625,0.0
aqmjput5,41,0.12195121951219512,0.07317073170731707,0.024390243902439025,0.024390243902439025
ascil7wf,66,0.06060606060606061,0.045454545454545456,0.015151515151515152,0.0
aypxap78,70,0.14285714285714285,0.08571428571428572,0.04285714285714286,0.014285714285714285
b73rrttr,11,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0
bcyhma9y,24,0.2916666666666667,0.16666666666666666,0.041666666666666664,0.08333333333333333
bdfn1h0o,22,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.0
bhpug29p,22,0.13636363636363635,0.13636363636363635,0.0,0.0
bmlngyh3,53,0.2641509433962264,0.16981132075471697,0.07547169811320754,0.018867924528301886
bw2cwy0m,65,0.13846153846153847,0.09230769230769231,0.03076923076923077,0.015384615384615385
bx44xwzb,67,0.05970149253731343,0.029850746268656716,0.014925373134328358,0.014925373134328358
byx9jkxm,71,0.07042253521126761,0.056338028169014086,0.014084507042253521,0.0
c2lwacqc,56,0.16071428571428573,0.125,0.03571428571428571,0.0
c7z6erey,63,0.09523809523809523,0.07936507936507936,0.015873015873015872,0.0
c9sps7bl,52,0.019230769230769232,0.0,0.019230769230769232,0.0
cbvc5e3w,23,0.21739130434782608,0.08695652173913043,0.0,0.13043478260869565
cdo2cmtp,42,0.09523809523809523,0.023809523809523808,0.0,0.07142857142857142
ce9qdbyh,42,0.21428571428571427,0.11904761904761904,0.07142857142857142,0.023809523809523808
cfclud8z,68,0.16176470588235295,0.1323529411764706,0.014705882352941176,0.014705882352941176
cghxa2ie,68,0.20588235294117646,0.16176470588235295,0.029411764705882353,0.014705882352941176
clhkwrie,52,0.25,0.11538461538461539,0.057692307692307696,0.07692307692307693
clucow7d,63,0.1746031746031746,0.07936507936507936,0.06349206349206349,0.031746031746031744
cp3b83py,72,0.08333333333333333,0.041666666666666664,0.027777777777777776,0.013888888888888888
cuybsfwr,40,0.25,0.15,0.05,0.05
cw4tyx7n,26,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.11538461538461539
d1vjrjhc,59,0.13559322033898305,0.06779661016949153,0.06779661016949153,0.0
d33m799j,10,0.4,0.1,0.1,0.2
dmft9d3y,63,0.14285714285714285,0.06349206349206349,0.031746031746031744,0.047619047619047616
e0biso3r,68,0.08823529411764706,0.08823529411764706,0.0,0.0
e2w81k0i,63,0.06349206349206349,0.031746031746031744,0.015873015873015872,0.015873015873015872
ei0ij8ms,69,0.10144927536231885,0.08695652173913043,0.014492753623188406,0.0
emwp6wq7,62,0.22580645161290322,0.12903225806451613,0.04838709677419355,0.04838709677419355
ew4oecfi,68,0.1323529411764706,0.08823529411764706,0.029411764705882353,0.014705882352941176
eyn3wygc,61,0.11475409836065574,0.08196721311475409,0.03278688524590164,0.0
f0wpo2hr,70,0.07142857142857142,0.02857142857142857,0.04285714285714286,0.0
f1ejz9fy,61,0.16393442622950818,0.08196721311475409,0.06557377049180328,0.01639344262295082
f5ktzt2t,63,0.1111111111111111,0.07936507936507936,0.031746031746031744,0.0
f5ohsl5h,33,0.15151515151515152,0.09090909090909091,0.030303030303030304,0.030303030303030304
fgxp8fzz,57,0.08771929824561403,0.05263157894736842,0.017543859649122806,0.017543859649122806
fkx2gd88,65,0.046153846153846156,0.046153846153846156,0.0,0.0
fl73adm5,46,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608
g3vslpjv,62,0.12903225806451613,0.06451612903225806,0.04838709677419355,0.016129032258064516
g7svteiz,65,0.15384615384615385,0.1076923076923077,0.03076923076923077,0.015384615384615385
gkse9wdn,30,0.2,0.16666666666666666,0.03333333333333333,0.0
hd5k29qy,54,0.2037037037037037,0.1111111111111111,0.037037037037037035,0.05555555555555555
hkj9daz7,73,0.0410958904109589,0.0273972602739726,0.0,0.0136986301369863
hpl7jugr,63,0.06349206349206349,0.047619047619047616,0.0,0.015873015873015872
hsm45iwx,64,0.140625,0.0625,0.046875,0.03125
icf7bchs,31,0.1935483870967742,0.0967741935483871,0.06451612903225806,0.03225806451612903
idma9086,56,0.17857142857142858,0.08928571428571429,0.017857142857142856,0.07142857142857142
ihnjt6k4,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.1111111111111111
ikfbpugl,28,0.25,0.10714285714285714,0.07142857142857142,0.07142857142857142
ism64anu,69,0.10144927536231885,0.08695652173913043,0.0,0.014492753623188406
j2dvablb,69,0.043478260869565216,0.028985507246376812,0.014492753623188406,0.0
j2pjmr32,25,0.16,0.12,0.04,0.0
jayyv6lz,41,0.12195121951219512,0.07317073170731707,0.0,0.04878048780487805
jeq3oy2g,27,0.2962962962962963,0.1111111111111111,0.18518518518518517,0.0
jqeesfz7,64,0.109375,0.109375,0.0,0.0
jx6lhkbi,61,0.13114754098360656,0.08196721311475409,0.04918032786885246,0.0
k0qq522n,24,0.20833333333333334,0.041666666666666664,0.125,0.041666666666666664
k8txaw58,67,0.14925373134328357,0.029850746268656716,0.08955223880597014,0.029850746268656716
kavvl57w,50,0.16,0.1,0.04,0.02
kck1uue7,66,0.13636363636363635,0.06060606060606061,0.045454545454545456,0.030303030303030304
kkeej6x5,69,0.13043478260869565,0.043478260869565216,0.057971014492753624,0.028985507246376812
kmwiem6m,67,0.04477611940298507,0.029850746268656716,0.014925373134328358,0.0
kwy2bqjo,64,0.21875,0.140625,0.078125,0.0
l0nln4b2,65,0.15384615384615385,0.1076923076923077,0.03076923076923077,0.015384615384615385
l5sagbsh,71,0.056338028169014086,0.04225352112676056,0.0,0.014084507042253521
l9krayds,14,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285
ldo5smvx,49,0.24489795918367346,0.12244897959183673,0.08163265306122448,0.04081632653061224
ler5uq42,46,0.13043478260869565,0.06521739130434782,0.021739130434782608,0.043478260869565216
ljwskxcq,65,0.15384615384615385,0.1076923076923077,0.015384615384615385,0.03076923076923077
lmtka1ev,62,0.03225806451612903,0.03225806451612903,0.0,0.0
m63pxnwq,54,0.09259259259259259,0.07407407407407407,0.018518518518518517,0.0
mhskzwic,67,0.13432835820895522,0.1044776119402985,0.014925373134328358,0.014925373134328358
mlvcv31l,64,0.1875,0.140625,0.03125,0.015625
mpzcivx9,69,0.08695652173913043,0.057971014492753624,0.028985507246376812,0.0
mr7lkk46,54,0.2037037037037037,0.1111111111111111,0.05555555555555555,0.037037037037037035
mrwlcmno,66,0.06060606060606061,0.045454545454545456,0.015151515151515152,0.0
mrypomny,73,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0
mzi8f2hv,57,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.0
n2et79bd,37,0.13513513513513514,0.13513513513513514,0.0,0.0
nfbzvhip,52,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.0
nhds6zsd,63,0.047619047619047616,0.047619047619047616,0.0,0.0
ni5df01j,52,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.038461538461538464
nldu5ge3,66,0.13636363636363635,0.12121212121212122,0.015151515151515152,0.0
npr5bsi2,51,0.13725490196078433,0.11764705882352941,0.0,0.0196078431372549
nqubyvew,36,0.19444444444444445,0.16666666666666666,0.0,0.027777777777777776
nrfiw9bx,66,0.13636363636363635,0.07575757575757576,0.06060606060606061,0.0
nsu6cwh4,6,0.3333333333333333,0.3333333333333333,0.0,0.0
nvlsix5c,9,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111
nx0vccp8,59,0.1864406779661017,0.1016949152542373,0.05084745762711865,0.03389830508474576
nze0azo1,54,0.18518518518518517,0.12962962962962962,0.037037037037037035,0.018518518518518517
o1t1fb7j,22,0.3181818181818182,0.18181818181818182,0.13636363636363635,0.0
o2ho0580,13,0.38461538461538464,0.23076923076923078,0.0,0.15384615384615385
o4kkkuj9,63,0.20634920634920634,0.14285714285714285,0.047619047619047616,0.015873015873015872
o5qropwk,56,0.23214285714285715,0.16071428571428573,0.017857142857142856,0.05357142857142857
ol9lky1i,37,0.13513513513513514,0.05405405405405406,0.02702702702702703,0.05405405405405406
om1m73rv,56,0.21428571428571427,0.17857142857142858,0.03571428571428571,0.0
onnumbyy,45,0.26666666666666666,0.2,0.044444444444444446,0.022222222222222223
ovhoesyy,66,0.10606060606060606,0.07575757575757576,0.0,0.030303030303030304
oxvw1rhx,45,0.17777777777777778,0.1111111111111111,0.044444444444444446,0.022222222222222223
p445h6ow,24,0.2916666666666667,0.16666666666666666,0.041666666666666664,0.08333333333333333
pad0sufd,68,0.14705882352941177,0.029411764705882353,0.08823529411764706,0.029411764705882353
pcrxo3zp,51,0.19607843137254902,0.13725490196078433,0.058823529411764705,0.0
pgtp756s,15,0.26666666666666666,0.2,0.06666666666666667,0.0
phbjwkyw,51,0.27450980392156865,0.17647058823529413,0.0784313725490196,0.0196078431372549
plfupad7,68,0.17647058823529413,0.11764705882352941,0.014705882352941176,0.04411764705882353
pz38obzd,70,0.05714285714285714,0.04285714285714286,0.014285714285714285,0.0
q04yitea,62,0.20967741935483872,0.11290322580645161,0.06451612903225806,0.03225806451612903
qazkn1sw,26,0.3076923076923077,0.19230769230769232,0.11538461538461539,0.0
qfiy90jx,61,0.08196721311475409,0.04918032786885246,0.0,0.03278688524590164
qfsp3ery,56,0.19642857142857142,0.10714285714285714,0.07142857142857142,0.017857142857142856
qif0sa3r,17,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.058823529411764705
qkiu92kk,47,0.06382978723404255,0.02127659574468085,0.0,0.0425531914893617
qothvfhf,60,0.18333333333333332,0.11666666666666667,0.06666666666666667,0.0
qu0lm98m,63,0.15873015873015872,0.12698412698412698,0.031746031746031744,0.0
qv0yh587,27,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.07407407407407407
r24jdhzg,65,0.15384615384615385,0.1076923076923077,0.015384615384615385,0.03076923076923077
r2ck84r8,69,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0
r99uy0qb,39,0.15384615384615385,0.10256410256410256,0.05128205128205128,0.0
rhbgnqhz,66,0.12121212121212122,0.09090909090909091,0.030303030303030304,0.0
rjanlii9,54,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.0
s03ed531,51,0.13725490196078433,0.058823529411764705,0.0196078431372549,0.058823529411764705
sesf1qnx,43,0.13953488372093023,0.046511627906976744,0.09302325581395349,0.0
ske58akk,67,0.13432835820895522,0.08955223880597014,0.029850746268656716,0.014925373134328358
sn10zd6g,62,0.08064516129032258,0.06451612903225806,0.016129032258064516,0.0
so5k1adg,34,0.29411764705882354,0.23529411764705882,0.0,0.058823529411764705
sp00glmz,53,0.22641509433962265,0.07547169811320754,0.1320754716981132,0.018867924528301886
stbyxpx6,45,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.0
szbhlpfr,32,0.1875,0.125,0.03125,0.03125
t2eyvuxq,68,0.19117647058823528,0.10294117647058823,0.058823529411764705,0.029411764705882353
t3l0if03,54,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.0
tc5wgx8h,59,0.1016949152542373,0.06779661016949153,0.01694915254237288,0.01694915254237288
uktb326q,60,0.05,0.03333333333333333,0.016666666666666666,0.0
v6jvgdvg,46,0.15217391304347827,0.10869565217391304,0.021739130434782608,0.021739130434782608
vbwguazj,66,0.07575757575757576,0.06060606060606061,0.015151515151515152,0.0
vpxztp7b,62,0.08064516129032258,0.03225806451612903,0.016129032258064516,0.03225806451612903
vr20hyge,39,0.38461538461538464,0.23076923076923078,0.10256410256410256,0.05128205128205128
wa9xd98o,17,0.29411764705882354,0.0,0.17647058823529413,0.11764705882352941
wcau806y,44,0.20454545454545456,0.11363636363636363,0.045454545454545456,0.045454545454545456
x5id5i5q,36,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.05555555555555555
xasfvnb7,32,0.15625,0.15625,0.0,0.0
xeu3j3ki,32,0.21875,0.15625,0.0625,0.0
xgvto4mg,21,0.2857142857142857,0.19047619047619047,0.047619047619047616,0.047619047619047616
xji13cu2,23,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216
xklnx39q,53,0.18867924528301888,0.07547169811320754,0.05660377358490566,0.05660377358490566
y32zaw9c,65,0.07692307692307693,0.06153846153846154,0.015384615384615385,0.0
y8mzyzjc,8,0.125,0.125,0.0,0.0
ya0wv6pm,60,0.21666666666666667,0.18333333333333332,0.03333333333333333,0.0
yc52i3qf,17,0.11764705882352941,0.11764705882352941,0.0,0.0
yebzokh4,65,0.16923076923076924,0.046153846153846156,0.09230769230769231,0.03076923076923077
yfyhejim,65,0.24615384615384617,0.13846153846153847,0.09230769230769231,0.015384615384615385
ym49wqbn,64,0.109375,0.09375,0.015625,0.0
z3die4q3,70,0.02857142857142857,0.02857142857142857,0.0,0.0
z8b26ynw,64,0.171875,0.109375,0.03125,0.03125
zc26r1al,38,0.2631578947368421,0.15789473684210525,0.07894736842105263,0.02631578947368421
zelqv7az,67,0.08955223880597014,0.04477611940298507,0.029850746268656716,0.014925373134328358
zfeorjum,65,0.3230769230769231,0.2153846153846154,0.06153846153846154,0.046153846153846156
zj5uemkt,61,0.09836065573770492,0.08196721311475409,0.0,0.01639344262295082
zvbewhqx,61,0.22950819672131148,0.16393442622950818,0.04918032786885246,0.01639344262295082
